Contraction:avg_deg,Contraction:in_n,Contraction:largest_clique,Contraction:max_deg,Contraction:out_n,Contraction:time,GraphInput:girg_options,GraphInput:graph,GraphInput:m,GraphInput:n,GraphInput:n_gen,GraphInput:option,GraphInput:time,PartLargestBag:max_partition_num,PartLargestBag:max_weight,PartLargestBag:mean_partition_num,PartLargestBag:median_partition_num,PartLargestBag:partition_option,PartLargestBag:time,Partition:AssignVertices:option,Partition:AssignVertices:time,Partition:MaximalIS:option,Partition:MaximalIS:size,Partition:MaximalIS:time,Partition:amount,Partition:average,Partition:hs_size,Partition:largest,Partition:median,Partition:num_branching,Partition:num_dead_end,Partition:num_lb2_reductions,Partition:num_lb_reductions,Partition:num_leaves,Partition:num_long_paths,Partition:num_sw_reductions,Partition:option,Partition:product_weight,Partition:smallest,Partition:time,PartitionBags:max_partition_num,PartitionBags:max_weight,PartitionBags:mean_partition_num,PartitionBags:median_partition_num,PartitionBags:partition_option,PartitionBags:time,Treewidth:clique_number,Treewidth:num_bags,Treewidth:option,Treewidth:time,Treewidth:treewidth,WeightedTreewidth:elimination_width,WeightedTreewidth:option,WeightedTreewidth:time,WeightedTreewidth:time_elimination_game,WeightedTreewidth:treewidth,option,time
,,,,,,,misc-football,611,115,,ReadEL,0.003479,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,32.47555928898902,8.083333333333334,7.0,Partition(FastLargestClique),0.01715,9,60,HTD,0.015135,43,,,,,,PartitionTreedec,0.035972
,,,,,,,misc-jung-code-dep,50289,6120,,ReadEL,0.108241,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,110.43817350580494,4.225192894311861,2.0,Partition(FastLargestClique),2.12221,16,5573,HTD,1.05752,162,,,,,,PartitionTreedec,3.288622
,,,,,,,mk10-b1,1243,630,,ReadEL,0.018649,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,30.67970000576925,2.2739495798319327,2.0,Partition(FastLargestClique),0.085735,3,595,HTD,0.016487,35,,,,,,PartitionTreedec,0.121147
,,,,,,,mk10-b2,9444,3150,,ReadEL,0.040775,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,388.34888761754894,7.713913690476191,3.0,Partition(FastLargestClique),0.64573,3,2688,HTD,1.417711,456,,,,,,PartitionTreedec,2.104649
,,,,,,,mk10-b3,18884,4725,,ReadEL,0.06785,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,1432.5399003865436,39.69897452861396,4.0,Partition(FastLargestClique),1.794451,3,3023,HTD,45.610916,1654,,,,,,PartitionTreedec,47.473677
,,,,,,,mk11-b1,1959,990,,ReadEL,0.004534,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,38.019550008653866,2.248414376321353,2.0,Partition(FastLargestClique),0.13261,3,946,HTD,0.022233,44,,,,,,PartitionTreedec,0.159673
,,,,,,,mk11-b2,20775,6930,,ReadEL,0.064717,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,619.9203251860565,8.61910167017999,3.0,Partition(FastLargestClique),1.936449,3,6167,HTD,5.025657,728,,,,,,PartitionTreedec,7.027485
,,,,,,,mk11-b3,69287,17325,,ReadEL,0.161561,,,,,,,,,,,,,,,,,,,,,,,,,,,,12068,15133.801991212324,12068.0,12068.0,Partition(FastLargestClique),0.6519,3,1,HTD,180.211976,-1,,,,,,PartitionTreedec,181.025783
,,,,,,,mk11-b4b,47217,17325,,ReadEL,0.118021,,,,,,,,,,,,,,,,,,,,,,,,,,,,10810,14617.292342167324,10810.0,10810.0,Partition(FastLargestClique),0.480634,3,1,HTD,181.983071,-1,,,,,,PartitionTreedec,182.582098
,,,,,,,mk11-b4,51969,17325,,ReadEL,0.117261,,,,,,,,,,,,,,,,,,,,,,,,,,,,10334,14419.904417512107,10334.0,10334.0,Partition(FastLargestClique),0.475663,3,1,HTD,183.166286,-1,,,,,,PartitionTreedec,183.75954
,,,,,,,mk12-b1,2944,1485,,ReadEL,0.229847,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,49.52932501298079,2.176470588235294,2.0,Partition(FastLargestClique),0.718741,3,1428,HTD,0.158659,57,,,,,,PartitionTreedec,1.107582
,,,,,,,mk12-b2,41569,13860,,ReadEL,0.091649,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,958.4000377877408,9.10896323181316,3.0,Partition(FastLargestClique),3.21476,3,12674,HTD,16.811197,1125,,,,,,PartitionTreedec,20.118781
,,,,,,,mk9-b1,745,378,,ReadEL,0.004237,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,23.84962500721156,2.299145299145299,2.0,Partition(FastLargestClique),0.051884,3,351,HTD,0.009839,27,,,,,,PartitionTreedec,0.066175
,,,,,,,mk9-b2,3773,1260,,ReadEL,0.006814,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,208.89173756274076,8.665677546983185,3.0,Partition(FastLargestClique),0.222562,3,1011,HTD,0.615263,244,,,,,,PartitionTreedec,0.84496
,,,,,,,mk9-b3,3766,1260,,ReadEL,0.010346,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,378.4406125843756,20.926289926289925,7.0,Partition(FastLargestClique),0.276513,3,814,HTD,1.335018,426,,,,,,PartitionTreedec,1.622177
,,,,,,,model1,2990,798,,ReadEL,0.005516,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,112.94761871357291,6.438080495356037,2.0,Partition(FastLargestClique),0.133673,8,646,HTD,0.10619,145,,,,,,PartitionTreedec,0.245658
,,,,,,,model2,7585,1321,,ReadEL,0.012469,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,151.2285750274039,10.686015831134565,7.0,Partition(FastLargestClique),0.957697,4,1137,HTD,0.430343,174,,,,,,PartitionTreedec,1.400808
,,,,,,,model3,23971,4565,,ReadEL,0.071558,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,417.85565008365444,13.2018779342723,6.0,Partition(FastLargestClique),1.563429,3,4047,HTD,1.559478,466,,,,,,PartitionTreedec,3.194995
,,,,,,,model4,45730,4962,,ReadEL,0.087309,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,556.1235687914582,18.569392523364485,12.0,Partition(FastLargestClique),2.098821,5,4280,HTD,2.480973,620,,,,,,PartitionTreedec,4.667725
,,,,,,,model5,89892,11802,,ReadEL,0.172021,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,607.5549000980778,15.004554978591601,8.0,Partition(FastLargestClique),4.105877,4,10977,HTD,4.86127,681,,,,,,PartitionTreedec,9.140254
,,,,,,,model6,27570,5289,,ReadEL,0.073726,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,526.9504737221695,14.562734288864387,6.0,Partition(FastLargestClique),1.757841,6,4535,HTD,2.956976,611,,,,,,PartitionTreedec,4.789084
,,,,,,,model7,51024,9560,,ReadEL,0.141087,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,872.8076657730113,18.11802575107296,6.0,Partition(FastLargestClique),3.427375,4,8388,HTD,11.802259,982,,,,,,PartitionTreedec,15.371664
,,,,,,,model8,25229,6464,,ReadEL,0.050552,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,599.8812251687494,14.833815307499519,2.0,Partition(FastLargestClique),2.211652,8,5187,HTD,6.902833,696,,,,,,PartitionTreedec,9.165626
,,,,,,,model9,55910,10935,,ReadEL,0.124538,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,766.8451376896621,14.062074570760947,7.0,Partition(FastLargestClique),3.677457,4,9843,HTD,6.713304,881,,,,,,PartitionTreedec,10.516276
,,,,,,,moreno_highschool,273,70,,ReadEL,0.00217,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11.07681559705083,3.5098039215686274,3.0,Partition(FastLargestClique),0.009398,6,51,HTD,0.005304,15,,,,,,PartitionTreedec,0.01708
,,,,,,,moreno_mac,1166,62,,ReadEL,0.002927,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20.668805364665957,6.428571428571429,6.0,Partition(FastLargestClique),0.131561,13,14,HTD,0.105503,48,,,,,,PartitionTreedec,0.240235
,,,,,,,moreno_names,9058,1707,,ReadEL,0.044792,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,126.34059572946961,3.967821782178218,2.0,Partition(FastLargestClique),0.510252,11,1212,HTD,0.408939,200,,,,,,PartitionTreedec,0.964323
,,,,,,,moreno_oz,1838,217,,ReadEL,0.076372,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,56.72229988748215,10.35593220338983,7.0,Partition(FastLargestClique),0.062374,10,118,HTD,0.077354,86,,,,,,PartitionTreedec,0.216331
,,,,,,,moreno_propro,1947,1458,,ReadEL,0.121863,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,42.60451250937503,1.9855699855699855,1.0,Partition(FastLargestClique),0.089751,6,1386,HTD,0.191154,47,,,,,,PartitionTreedec,0.403137
,,,,,,,movielens-10m_ti,71066,16528,,ReadEL,0.13527,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,1585.9378202997832,8.897339983374897,2.0,Partition(FastLargestClique),11.039772,6,14436,HTD,82.568356,2081,,,,,,PartitionTreedec,93.74472
,,,,,,,movielens-10m_ui,55383,7601,,ReadEL,0.12647,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,733.2189530888479,8.871177717226763,3.0,Partition(FastLargestClique),11.198009,7,6606,HTD,12.686462,986,,,,,,PartitionTreedec,24.011652
,,,,,,,mplate,68113,5962,,ReadEL,0.159951,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,684.3472907442181,19.293498168498168,9.0,Partition(FastLargestClique),2.806053,9,2184,HTD,9.613943,1158,,,,,,PartitionTreedec,12.580446
,,,,,,,msc00726,16895,726,,ReadEL,0.054293,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,133.78610630923373,14.148571428571428,10.0,Partition(FastLargestClique),0.939914,17,175,HTD,0.462958,282,,,,,,PartitionTreedec,1.457437
,,,,,,,msc01050,14052,1050,,ReadEL,0.031024,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,34.30083611904388,5.8381374722838135,6.0,Partition(FastLargestClique),0.208083,24,451,HTD,0.341767,69,,,,,,PartitionTreedec,0.581185
,,,,,,,msc01440,22414,1440,,ReadEL,0.04624,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,73.8917798530173,9.234986945169712,8.0,Partition(FastLargestClique),0.232827,17,383,HTD,0.200221,139,,,,,,PartitionTreedec,0.479541
,,,,,,,msc04515,32386,2709,,ReadEL,0.07955,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,75.65627244774451,5.758576874205845,5.0,Partition(FastLargestClique),0.292677,12,787,HTD,0.297868,158,,,,,,PartitionTreedec,0.670403
,,,,,,,MSRC-21C,143,57,,ReadEL,0.003139,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.754887502163468,2.3877551020408165,2.0,Partition(FastLargestClique),0.007628,4,49,HTD,0.005839,6,,,,,,PartitionTreedec,0.01682
,,,,,,,MSRC-21,404,141,,ReadEL,0.004393,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9.92481250360578,2.634782608695652,2.0,Partition(FastLargestClique),0.017279,4,115,HTD,0.009276,12,,,,,,PartitionTreedec,0.031159
,,,,,,,MSRC-9,141,55,,ReadEL,0.001849,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.584962500721156,2.111111111111111,2.0,Partition(FastLargestClique),0.006078,5,45,HTD,0.005561,6,,,,,,PartitionTreedec,0.013704
,,,,,,,mult_dcop_01,116639,25063,,ReadEL,0.204008,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,391.3279531713305,5.274003744316662,2.0,Partition(FastLargestClique),6.080034,6,22434,HTD,14.651951,471,,,,,,PartitionTreedec,20.938123
,,,,,,,mult_dcop_03,116619,25063,,ReadEL,0.206758,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,375.30840316267654,5.2886166184005345,2.0,Partition(FastLargestClique),5.911201,6,22445,HTD,14.481946,446,,,,,,PartitionTreedec,20.602145
,,,,,,,Mutag,105,99,,ReadEL,0.020573,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,1.4505494505494505,1.0,Partition(FastLargestClique),0.006319,2,91,HTD,0.00486,2,,,,,,PartitionTreedec,0.031954
,,,,,,,Muu,40757,3551,,ReadEL,0.079396,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,55.98086592137208,2.9835443037974683,2.0,Partition(FastLargestClique),0.12864,16,790,HTD,0.122111,93,,,,,,PartitionTreedec,0.330454
,,,,,,,n2c6-b10,328,306,,ReadEL,0.004936,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,1.1026490066225165,1.0,Partition(FastLargestClique),0.00936,3,302,HTD,0.007122,3,,,,,,PartitionTreedec,0.021665
,,,,,,,n2c6-b1,200,105,,ReadEL,0.010347,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11.339850002884624,2.0543478260869565,2.0,Partition(FastLargestClique),0.013143,3,92,HTD,0.029816,13,,,,,,PartitionTreedec,0.053512
,,,,,,,n2c6-b2,1312,455,,ReadEL,0.020183,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,62.54887502163465,4.861702127659575,3.0,Partition(FastLargestClique),0.502892,3,376,HTD,0.063901,74,,,,,,PartitionTreedec,0.587227
,,,,,,,n2c6-b3,5262,1365,,ReadEL,0.011727,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,272.13986259879886,11.377303588748788,4.0,Partition(FastLargestClique),0.282002,3,1031,HTD,0.421707,331,,,,,,PartitionTreedec,0.715751
,,,,,,,n2c6-b4,14486,3003,,ReadEL,0.039839,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,746.2662002653839,35.12258687258687,5.0,Partition(FastLargestClique),1.822942,3,2072,HTD,9.723356,900,,,,,,PartitionTreedec,11.586598
,,,,,,,n2c6-b5,29637,4945,,ReadEL,0.073838,,,,,,,,,,,,,,,,,,,,,,,,,,,,994,1476.009100594226,38.88174807197944,6.0,Partition(FastLargestClique),2.17968,3,3112,HTD,54.107632,1817,,,,,,PartitionTreedec,56.361715
,,,,,,,n2c6-b6,39879,5715,,ReadEL,0.102705,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001,4575.504001846317,3001.0,3001.0,Partition(FastLargestClique),0.275805,3,1,HTD,183.805374,-1,,,,,,PartitionTreedec,184.184158
,,,,,,,n2c6-b7,31871,5715,,ReadEL,0.050821,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,1799.9143630891783,87.31768115942029,8.0,Partition(FastLargestClique),5.709218,3,3450,HTD,114.024505,2141,,,,,,PartitionTreedec,119.785085
,,,,,,,n2c6-b8,13220,3990,,ReadEL,0.173258,,,,,,,,,,,,,,,,,,,,,,,,,,,,616,749.3714501644226,17.08276087667648,3.0,Partition(FastLargestClique),1.090889,3,3057,HTD,8.449353,846,,,,,,PartitionTreedec,9.713941
,,,,,,,n2c6-b9,3048,1422,,ReadEL,0.008821,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,86.37895002019233,4.862014274385408,2.0,Partition(FastLargestClique),0.815016,3,1261,HTD,0.052727,98,,,,,,PartitionTreedec,0.876881
,,,,,,,n3c5-b1,82,45,,ReadEL,0.004173,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.584962500721156,2.108108108108108,2.0,Partition(FastLargestClique),0.005492,3,37,HTD,0.021261,8,,,,,,PartitionTreedec,0.031144
,,,,,,,n3c5-b2,335,120,,ReadEL,0.008984,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25.43458750793271,4.566666666666666,3.0,Partition(FastLargestClique),0.016858,3,90,HTD,0.007787,30,,,,,,PartitionTreedec,0.033835
,,,,,,,n3c5-b3,785,210,,ReadEL,0.018474,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,59.378950020192335,9.863309352517986,4.0,Partition(FastLargestClique),0.034525,3,139,HTD,0.012125,71,,,,,,PartitionTreedec,0.065335
,,,,,,,n3c5-b4,1164,252,,ReadEL,0.020231,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,92.47368752524042,16.783216783216783,9.0,Partition(FastLargestClique),0.053659,3,143,HTD,0.363717,107,,,,,,PartitionTreedec,0.437839
,,,,,,,n3c5-b5,1164,252,,ReadEL,0.006257,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,92.47368752524042,16.783216783216783,9.0,Partition(FastLargestClique),0.257019,3,143,HTD,0.135248,107,,,,,,PartitionTreedec,0.39875
,,,,,,,n3c5-b6,785,210,,ReadEL,0.005512,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,61.79398751947118,9.452554744525548,4.0,Partition(FastLargestClique),0.034079,3,137,HTD,0.014338,73,,,,,,PartitionTreedec,0.054129
,,,,,,,n3c5-b7,234,120,,ReadEL,0.01037,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15.754887502163468,2.9902912621359223,2.0,Partition(FastLargestClique),0.013513,3,103,HTD,0.005495,17,,,,,,PartitionTreedec,0.029585
,,,,,,,n3c6-b10,7419,2511,,ReadEL,0.055932,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,361.8752000923084,10.455072463768117,3.0,Partition(FastLargestClique),0.62878,3,2070,HTD,0.911322,414,,,,,,PartitionTreedec,1.596421
,,,,,,,n3c6-b11,716,634,,ReadEL,0.001887,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.584962500721156,1.35,1.0,Partition(FastLargestClique),0.026714,3,620,HTD,0.021322,9,,,,,,PartitionTreedec,0.050185
,,,,,,,n3c6-b5,29006,5005,,ReadEL,0.137997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081,1509.3068380415873,86.36582947785855,6.0,Partition(FastLargestClique),6.614015,3,3026,HTD,74.570702,1823,,,,,,PartitionTreedec,81.323284
,,,,,,,n3c6-b6,43507,6435,,ReadEL,0.120026,,,,,,,,,,,,,,,,,,,,,,,,,,,,3512,5217.427339570632,3512.0,3512.0,Partition(FastLargestClique),0.323183,3,1,HTD,184.813948,-1,,,,,,PartitionTreedec,185.257468
,,,,,,,n3c6-b8,44345,6435,,ReadEL,0.103153,,,,,,,,,,,,,,,,,,,,,,,,,,,,3486,5197.460414511495,3486.0,3486.0,Partition(FastLargestClique),0.360754,3,1,HTD,183.329053,-1,,,,,,PartitionTreedec,183.793368
,,,,,,,n3c6-b9,25076,4935,,ReadEL,0.055204,,,,,,,,,,,,,,,,,,,,,,,,,,,,953,1334.1308879637108,31.89405372773921,6.0,Partition(FastLargestClique),2.130153,3,3313,HTD,39.642104,1605,,,,,,PartitionTreedec,41.827922
,,,,,,,n4c5-b10,1316,630,,ReadEL,0.002932,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,51.11428751370195,3.783450704225352,2.0,Partition(FastLargestClique),0.090047,3,568,HTD,0.13677,58,,,,,,PartitionTreedec,0.230007
,,,,,,,n4c5-b3,5214,1350,,ReadEL,0.041414,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,262.1398625987988,10.395145631067962,4.0,Partition(FastLargestClique),0.446882,3,1030,HTD,0.386546,318,,,,,,PartitionTreedec,0.875165
,,,,,,,n4c5-b4,14240,2852,,ReadEL,0.063953,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,716.9850002884618,18.64816700610998,5.0,Partition(FastLargestClique),0.87319,3,1964,HTD,7.050889,882,,,,,,PartitionTreedec,7.988435
,,,,,,,n4c5-b5,25986,4340,,ReadEL,0.055082,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,1386.2121005365398,42.575019040365575,6.0,Partition(FastLargestClique),1.845712,3,2626,HTD,44.860242,1696,,,,,,PartitionTreedec,46.76146
,,,,,,,n4c5-b6,33019,4735,,ReadEL,0.090474,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,2000.2331883040588,103.28331059572533,15.0,Partition(FastLargestClique),5.411182,4,2199,HTD,144.231855,2467,,,,,,PartitionTreedec,149.733931
,,,,,,,n4c5-b7,29033,4735,,ReadEL,0.08305,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,1641.9895505855732,74.03672420124862,13.0,Partition(FastLargestClique),3.062344,3,2723,HTD,85.134016,1978,,,,,,PartitionTreedec,88.279932
,,,,,,,n4c5-b8,17019,3635,,ReadEL,0.032989,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,1007.7820003461572,27.294797687861273,6.0,Partition(FastLargestClique),1.170012,3,2422,HTD,18.526325,1211,,,,,,PartitionTreedec,19.729791
,,,,,,,n4c5-b9,6284,1895,,ReadEL,0.010889,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,346.49926261033744,10.571817562968006,3.0,Partition(FastLargestClique),0.665651,3,1469,HTD,0.945197,411,,,,,,PartitionTreedec,1.622105
,,,,,,,nasa1824,18691,1824,,ReadEL,0.043702,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,78.49832778571094,5.05,4.0,Partition(FastLargestClique),0.272534,12,520,HTD,0.397436,137,,,,,,PartitionTreedec,0.714002
,,,,,,,nasa2146,35051,2146,,ReadEL,0.078778,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,58.618796265094616,5.0287539936102235,4.0,Partition(FastLargestClique),0.137558,16,313,HTD,0.290213,144,,,,,,PartitionTreedec,0.506807
,,,,,,,nasa2910,85692,2910,,ReadEL,0.166057,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,95.7794430159508,3.3504983388704317,2.0,Partition(FastLargestClique),0.363588,36,602,HTD,0.351783,235,,,,,,PartitionTreedec,0.881939
,,,,,,,nasa4704,50025,4704,,ReadEL,0.116592,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,162.32696783268446,5.626436781609195,4.0,Partition(FastLargestClique),0.376847,12,1218,HTD,0.516513,301,,,,,,PartitionTreedec,1.010296
,,,,,,,NCI1,106,106,,ReadEL,0.01174,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,1.2621359223300972,1.0,Partition(FastLargestClique),0.005037,2,103,HTD,0.007369,2,,,,,,PartitionTreedec,0.024353
,,,,,,,ncvxqp1,33425,12111,,ReadEL,0.077531,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,1080.7129282679707,11.88149316508938,3.0,Partition(FastLargestClique),3.21715,4,9510,HTD,25.519794,1404,,,,,,PartitionTreedec,28.815368
,,,,,,,nemsafm,2724,2348,,ReadEL,0.008103,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,32.84962500721156,1.421280276816609,1.0,Partition(FastLargestClique),0.138412,3,2312,HTD,0.125392,36,,,,,,PartitionTreedec,0.272364
,,,,,,,nemscem,3839,1712,,ReadEL,0.00864,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,105.03910001730772,4.942839195979899,3.0,Partition(FastLargestClique),0.265896,3,1592,HTD,0.239946,115,,,,,,PartitionTreedec,0.51489
,,,,,,,nemspmm1,55833,8903,,ReadEL,0.104367,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,598.8033549306938,13.416102332580888,5.0,Partition(FastLargestClique),4.46025,8,7974,HTD,4.367849,694,,,,,,PartitionTreedec,8.933278
,,,,,,,nemspmm2,68223,8734,,ReadEL,0.150724,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,728.9759626737973,16.63403323457426,11.0,Partition(FastLargestClique),2.921273,3,7763,HTD,6.681651,830,,,,,,PartitionTreedec,9.754512
,,,,,,,netscience,913,379,,ReadEL,0.005932,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.584962500721156,1.2672811059907834,1.0,Partition(FastLargestClique),0.011303,9,217,HTD,0.010463,8,,,,,,PartitionTreedec,0.027957
,,,,,,,netz4504_dual,1170,615,,ReadEL,0.021346,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28.169925001442312,6.032586558044806,4.0,Partition(FastLargestClique),0.293477,3,491,HTD,0.048337,28,,,,,,PartitionTreedec,0.363451
,,,,,,,nl,46033,15317,,ReadEL,0.158151,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247,2450.56695025096,21.456815651344044,4.0,Partition(FastLargestClique),4.941989,3,12574,HTD,133.889068,2594,,,,,,PartitionTreedec,138.990343
,,,,,,,nopoly,30033,10774,,ReadEL,0.086997,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,51.378950020192335,4.775485759914826,3.0,Partition(FastLargestClique),1.732668,3,7514,HTD,0.464197,63,,,,,,PartitionTreedec,2.284661
,,,,,,,nopss_11k,21056,11194,,ReadEL,0.050275,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,22.078443697707435,1.9378462220252604,2.0,Partition(FastLargestClique),1.077107,6,9026,HTD,0.282952,29,,,,,,PartitionTreedec,1.411454
,,,,,,,nos3,7441,960,,ReadEL,0.019185,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,40.78855063998866,5.214983713355049,4.0,Partition(FastLargestClique),0.108466,8,307,HTD,0.059152,71,,,,,,PartitionTreedec,0.187068
,,,,,,,nos4,246,100,,ReadEL,0.003706,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.339850002884624,4.345238095238095,5.0,Partition(FastLargestClique),0.014662,3,84,HTD,0.006963,9,,,,,,PartitionTreedec,0.025558
,,,,,,,nos5,2351,468,,ReadEL,0.082179,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,70.51140310498351,13.514705882352942,9.0,Partition(FastLargestClique),0.090233,8,272,HTD,0.044769,86,,,,,,PartitionTreedec,0.217419
,,,,,,,NotreDame_yeast,1947,1458,,ReadEL,0.005085,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,42.60451250937503,1.97979797979798,1.0,Partition(FastLargestClique),0.119156,6,1386,HTD,0.0317,47,,,,,,PartitionTreedec,0.156263
,,,,,,,nsic,3448,897,,ReadEL,0.007644,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,129.56842503028855,8.891213389121338,4.0,Partition(FastLargestClique),0.193356,3,717,HTD,0.076579,150,,,,,,PartitionTreedec,0.277864
,,,,,,,odepa400,401,400,,ReadEL,0.014034,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,2.3165829145728645,2.0,Partition(FastLargestClique),0.057681,3,398,HTD,0.008201,2,,,,,,PartitionTreedec,0.080146
,,,,,,,ODLIS,16375,2898,,ReadEL,0.143591,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,262.0201106675305,7.245336577453366,3.0,Partition(FastLargestClique),1.172317,9,2466,HTD,1.535825,364,,,,,,PartitionTreedec,2.85215
,,,,,,,OHSU,822,171,,ReadEL,0.002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16.71424551766612,3.34375,3.0,Partition(FastLargestClique),0.024295,11,128,HTD,0.010296,29,,,,,,PartitionTreedec,0.037757
,,,,,,,olm1000,1996,1000,,ReadEL,0.016909,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,Partition(FastLargestClique),0.019691,3,998,HTD,0.14134,2,,,,,,PartitionTreedec,0.178282
,,,,,,,olm100,196,100,,ReadEL,0.014099,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,Partition(FastLargestClique),0.001737,3,98,HTD,0.014235,2,,,,,,PartitionTreedec,0.030307
,,,,,,,olm2000,3996,2000,,ReadEL,0.009322,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,Partition(FastLargestClique),0.040487,3,1998,HTD,0.033783,2,,,,,,PartitionTreedec,0.084027
,,,,,,,olm5000,9996,5000,,ReadEL,0.02564,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,Partition(FastLargestClique),0.097578,3,4998,HTD,0.189915,2,,,,,,PartitionTreedec,0.313733
