Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.clustering,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,,circuit204,3972,1020,,ReadEL,0.005699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,21,25.094737505048094,5.437988826815642,6.0,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.26322,none,895,HTD,,0.213653,27,,,,,,,none,PartitionTreedec,0.484336
,,,,,,,none,,circuit_2,9963,4510,,ReadEL,0.012719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,16,23.831703099214298,1.6142038946162658,1.0,-1,-1,-1,-1,3255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.320915,none,4365,HTD,,0.139953,46,,,,,,,none,PartitionTreedec,0.475613
,,,,,,,none,,cis-n4c6-b14,13795,6300,,ReadEL,0.020003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,287,368.38497509663534,5.911388023537556,2.0,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,3.782812,none,5778,HTD,,1.760147,426,,,,,,,none,PartitionTreedec,5.56506
,,,,,,,none,,cis-n4c6-b15,958,920,,ReadEL,0.009983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,4,5.169925001442312,1.1169398907103825,1.0,-1,-1,-1,-1,845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.042026,none,915,HTD,,0.044182,5,,,,,,,none,PartitionTreedec,0.097934
,,,,,,,none,,cis-n4c6-b1,407,210,,ReadEL,0.006656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,11,16.094737505048094,2.0418848167539267,2.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.135394,none,191,HTD,,0.180094,19,,,,,,,none,PartitionTreedec,0.323737
,,,,,,,none,,cis-n4c6-b2,3888,1330,,ReadEL,0.007324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,95,137.11730005192334,4.552110249784668,3.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.802102,none,1161,HTD,,0.346849,166,,,,,,,none,PartitionTreedec,1.158011
,,,,,,,none,,cis-n4c6-b3,23295,5970,,ReadEL,0.049645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,570,833.8180878252425,11.882818846466288,4.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,8.482971,none,4924,HTD,,9.933631,1020,,,,,,,none,PartitionTreedec,18.469277
,,,,,,,none,,citeseer,3667,2110,,ReadEL,0.007498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,32,40.2646625064904,2.4826498422712935,2.0,-1,-1,-1,-1,949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.226947,none,1902,HTD,,0.143815,46,,,,,,,none,PartitionTreedec,0.380151
,,,,,,,none,,ck104,221,52,,ReadEL,0.008335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,1,2.807354922057604,1.0,1.0,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.000747,none,25,HTD,,0.010055,5,,,,,,,none,PartitionTreedec,0.020864
,,,,,,,none,,ck400,621,200,,ReadEL,0.005211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,2,3.584962500721156,1.020979020979021,1.0,-1,-1,-1,-1,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.004433,none,143,HTD,,0.123518,5,,,,,,,none,PartitionTreedec,0.134827
,,,,,,,none,,ck656,813,328,,ReadEL,0.004758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,2,3.584962500721156,1.011070110701107,1.0,-1,-1,-1,-1,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.00744,none,271,HTD,,0.238515,5,,,,,,,none,PartitionTreedec,0.252421
,,,,,,,none,,CL-10K-1d8-L5,44210,9187,,ReadEL,0.16853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,554,921.354319777625,8.875094816687737,3.0,-1,-1,-1,-1,1688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,32.054609,none,7910,HTD,,19.296756,1260,,,,,,,none,PartitionTreedec,51.522031
,,,,,,,none,,coater1,13513,1348,,ReadEL,0.017282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,52,88.25675286552479,7.713475177304964,5.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.426087,none,705,HTD,,0.099923,128,,,,,,,none,PartitionTreedec,0.54498
,,,,,,,none,,COIL-DEL,221,77,,ReadEL,0.001538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,8,11.509775004326936,3.6607142857142856,3.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.023038,none,56,HTD,,0.050901,13,,,,,,,none,PartitionTreedec,0.077125
,,,,,,,none,,COIL-RAG,11,8,,ReadEL,0.003579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,2,3.169925001442312,1.6,2.0,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.000921,none,5,HTD,,0.006108,3,,,,,,,none,PartitionTreedec,0.012285
,,,,,,,none,,contiguous-usa,106,49,,ReadEL,0.001305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,4,5.754887502163468,2.075,2.0,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.005601,none,40,HTD,,0.013412,6,,,,,,,none,PartitionTreedec,0.049099
,,,,,,,none,,cora,5068,2485,,ReadEL,0.010764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,79,98.20902501875003,3.5930388219544844,2.0,-1,-1,-1,-1,702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.366677,none,2241,HTD,,0.073555,112,,,,,,,none,PartitionTreedec,0.452783
,,,,,,,none,,COX2,58,56,,ReadEL,0.000791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,2,2.584962500721156,1.346938775510204,1.0,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.003727,none,49,HTD,,0.004913,2,,,,,,,none,PartitionTreedec,0.011088
,,,,,,,none,,cr42,6595,1513,,ReadEL,0.137503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,16,21.228818690495878,4.574944071588367,3.0,-1,-1,-1,-1,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.294055,none,1341,HTD,,0.305109,27,,,,,,,none,PartitionTreedec,0.738428
,,,,,,,none,,crew1,46920,6469,,ReadEL,0.094558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,62,92.30539062445476,6.600566572237961,6.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,2.147315,none,6354,HTD,,0.422044,115,,,,,,,none,PartitionTreedec,2.666054
,,,,,,,none,,cryg2500,4949,2500,,ReadEL,0.056693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,75,76.75488750216347,7.144729942317777,4.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.494688,none,1907,HTD,,0.105168,77,,,,,,,none,PartitionTreedec,0.658359
,,,,,,,none,,crystm01,16743,1625,,ReadEL,0.022383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,45,92.91167858894983,7.810671256454389,6.0,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.337277,none,581,HTD,,0.533731,163,,,,,,,none,PartitionTreedec,0.895101
,,,,,,,none,,crystm02,51489,4655,,ReadEL,0.076321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,82,172.62165905890603,9.692156862745097,8.0,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,1.700655,none,1530,HTD,,0.861209,299,,,,,,,none,PartitionTreedec,2.639965
,,,,,,,none,,crystm03,93178,8232,,ReadEL,0.256311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,113,243.30032178659167,10.493521341463415,8.0,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,2.822131,none,2624,HTD,,1.870876,436,,,,,,,none,PartitionTreedec,4.951244
,,,,,,,none,,curtis54,123,54,,ReadEL,0.008731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,4,4.584962500721156,2.024390243902439,2.0,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.005979,none,41,HTD,,0.080813,5,,,,,,,none,PartitionTreedec,0.097375
,,,,,,,none,,D_10,7525,815,,ReadEL,0.013807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,146,253.9182873002051,18.580786026200872,9.0,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,2.258531,none,458,HTD,,0.756656,354,,,,,,,none,PartitionTreedec,3.030678
,,,,,,,none,,D_11,2926,457,,ReadEL,0.009226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,51,87.89385298958112,8.553892215568862,6.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.196867,none,334,HTD,,0.045916,122,,,,,,,none,PartitionTreedec,0.253654
,,,,,,,none,,D_5,1810,431,,ReadEL,0.004075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,37,59.34147810354121,5.525568181818182,4.0,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.105643,none,352,HTD,,0.040419,79,,,,,,,none,PartitionTreedec,0.151793
,,,,,,,none,,D_6,6460,967,,ReadEL,0.03042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,149,252.1957437496311,11.714285714285714,6.0,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.773044,none,623,HTD,,0.461686,341,,,,,,,none,PartitionTreedec,1.266847
,,,,,,,none,,D_7,12633,1270,,ReadEL,0.084857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,297,523.9601561926384,30.2,11.0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,7.090685,none,545,HTD,,5.173555,723,,,,,,,none,PartitionTreedec,12.3509
,,,,,,,none,,D_8,14859,1267,,ReadEL,0.021477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,327,586.3703093899499,45.99101123595506,19.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,9.708149,none,445,HTD,,6.161059,821,,,,,,,none,PartitionTreedec,15.892375
,,,,,,,none,,D_9,12306,1132,,ReadEL,0.038098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,250,447.99648733481786,28.714859437751002,12.0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,4.899843,none,498,HTD,,3.559309,630,,,,,,,none,PartitionTreedec,8.499023
,,,,,,,none,,DBLP-v1,99,39,,ReadEL,0.004357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,1,3.321928094887362,1.0,1.0,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.000525,none,17,HTD,,0.038061,8,,,,,,,none,PartitionTreedec,0.044625
,,,,,,,none,,DD_g1000,407,183,,ReadEL,0.002469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,8,9.754887502163468,2.5454545454545454,2.0,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.031682,none,154,HTD,,0.110268,10,,,,,,,none,PartitionTreedec,0.146086
,,,,,,,none,,DD_g1001,202,88,,ReadEL,0.024769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,4,4.584962500721156,2.0,2.0,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.009666,none,74,HTD,,0.287594,4,,,,,,,none,PartitionTreedec,0.323669
,,,,,,,none,,DD_g1002,254,104,,ReadEL,0.081406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,5,6.584962500721156,2.383720930232558,2.0,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.043845,none,86,HTD,,0.153924,7,,,,,,,none,PartitionTreedec,0.280878
,,,,,,,none,,DD_g1003,115,53,,ReadEL,0.001489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,3,3.584962500721156,1.5714285714285714,1.5,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.00451,none,42,HTD,,0.07928,4,,,,,,,none,PartitionTreedec,0.086975
,,,,,,,none,,DD_g1004,229,94,,ReadEL,0.002144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,5,6.0,2.597560975609756,2.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.014167,none,82,HTD,,0.053073,6,,,,,,,none,PartitionTreedec,0.071047
,,,,,,,none,,DD_g1005,902,370,,ReadEL,0.006314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,11,12.169925001442312,3.020066889632107,3.0,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.055134,none,299,HTD,,0.011289,12,,,,,,,none,PartitionTreedec,0.07449
,,,,,,,none,,DD_g1006,567,246,,ReadEL,0.001242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,8,9.754887502163468,2.7403846153846154,2.0,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.036567,none,208,HTD,,0.17866,10,,,,,,,none,PartitionTreedec,0.218144
,,,,,,,none,,DD_g1007,731,309,,ReadEL,0.003657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,10,11.584962500721156,2.918918918918919,2.0,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.045454,none,259,HTD,,0.191292,12,,,,,,,none,PartitionTreedec,0.242081
,,,,,,,none,,DD_g1008,303,109,,ReadEL,0.00174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,6,8.339850002884624,2.8255813953488373,3.0,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.01671,none,86,HTD,,0.100008,9,,,,,,,none,PartitionTreedec,0.120114
,,,,,,,none,,DD_g1009,271,129,,ReadEL,0.003255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,4,5.754887502163468,1.969387755102041,2.0,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.013407,none,98,HTD,,0.205965,6,,,,,,,none,PartitionTreedec,0.267108
,,,,,,,none,,DD_g100,1004,349,,ReadEL,0.007685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,10,12.339850002884624,3.1637010676156585,3.0,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.05269,none,281,HTD,,0.038499,14,,,,,,,none,PartitionTreedec,0.10061
,,,,,,,none,,DD_g1010,362,157,,ReadEL,0.001916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,10,12.92481250360578,2.9274193548387095,3.0,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.020122,none,124,HTD,,0.050799,14,,,,,,,none,PartitionTreedec,0.074475
,,,,,,,none,,DD_g1011,135,47,,ReadEL,0.00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,3,4.321928094887362,1.837837837837838,2.0,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.005382,none,37,HTD,,0.006714,5,,,,,,,none,PartitionTreedec,0.014792
,,,,,,,none,,DD_g1012,364,146,,ReadEL,0.004612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1,-1,-1,-1,6,6.584962500721156,2.274336283185841,2.0,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(LargestCliqueRepeat),success,0.017385,none,113,HTD,,0.007691,7,,,,,,,none,PartitionTreedec,0.03141
