Contraction.avg_deg,Contraction.error_status,Contraction.in_n,Contraction.largest_clique,Contraction.max_deg,Contraction.out_n,Contraction.time,GraphInput.error_status,GraphInput.girg_options,GraphInput.graph,GraphInput.m,GraphInput.n,GraphInput.n_gen,GraphInput.option,GraphInput.time,GraphStats.avg_deg,GraphStats.clustering,GraphStats.deg_cov,GraphStats.error_status,GraphStats.largest_clique,GraphStats.num_cliques,GraphStats.sum_clique_sizes,GraphStats.time,PartLargestBag.error_status,PartLargestBag.max_partition_num,PartLargestBag.max_weight,PartLargestBag.mean_partition_num,PartLargestBag.median_partition_num,PartLargestBag.num_branching_max,PartLargestBag.num_branching_mean,PartLargestBag.num_branching_median,PartLargestBag.num_branching_sum,PartLargestBag.num_clq_red,PartLargestBag.num_lb2_reductions_max,PartLargestBag.num_lb2_reductions_mean,PartLargestBag.num_lb2_reductions_median,PartLargestBag.num_lb2_reductions_sum,PartLargestBag.num_lb_reductions_max,PartLargestBag.num_lb_reductions_mean,PartLargestBag.num_lb_reductions_median,PartLargestBag.num_lb_reductions_sum,PartLargestBag.num_leaves_max,PartLargestBag.num_leaves_mean,PartLargestBag.num_leaves_median,PartLargestBag.num_leaves_sum,PartLargestBag.num_sw_reductions_max,PartLargestBag.num_sw_reductions_mean,PartLargestBag.num_sw_reductions_median,PartLargestBag.num_sw_reductions_sum,PartLargestBag.partition_option,PartLargestBag.status,PartLargestBag.time,Partition.AssignVertices.error_status,Partition.AssignVertices.option,Partition.AssignVertices.time,Partition.MaximalIS.error_status,Partition.MaximalIS.option,Partition.MaximalIS.size,Partition.MaximalIS.time,Partition.amount,Partition.average,Partition.error_status,Partition.hs_size,Partition.largest,Partition.lower_bound,Partition.median,Partition.num_branching,Partition.num_dead_end,Partition.num_lb2_reductions,Partition.num_lb_reductions,Partition.num_leaves,Partition.num_long_paths,Partition.num_sw_reductions,Partition.option,Partition.product_weight,Partition.smallest,Partition.status,Partition.time,PartitionBags.error_status,PartitionBags.max_partition_num,PartitionBags.max_weight,PartitionBags.mean_partition_num,PartitionBags.median_partition_num,PartitionBags.num_branching_max,PartitionBags.num_branching_mean,PartitionBags.num_branching_median,PartitionBags.num_branching_sum,PartitionBags.num_clq_red,PartitionBags.num_lb2_reductions_max,PartitionBags.num_lb2_reductions_mean,PartitionBags.num_lb2_reductions_median,PartitionBags.num_lb2_reductions_sum,PartitionBags.num_lb_reductions_max,PartitionBags.num_lb_reductions_mean,PartitionBags.num_lb_reductions_median,PartitionBags.num_lb_reductions_sum,PartitionBags.num_leaves_max,PartitionBags.num_leaves_mean,PartitionBags.num_leaves_median,PartitionBags.num_leaves_sum,PartitionBags.num_sw_reductions_max,PartitionBags.num_sw_reductions_mean,PartitionBags.num_sw_reductions_median,PartitionBags.num_sw_reductions_sum,PartitionBags.partition_option,PartitionBags.status,PartitionBags.time,Treewidth.error_status,Treewidth.num_bags,Treewidth.option,Treewidth.status,Treewidth.time,Treewidth.treewidth,WeightedTreewidth.elimination_width,WeightedTreewidth.error_status,WeightedTreewidth.option,WeightedTreewidth.time,WeightedTreewidth.time_elimination_game,WeightedTreewidth.treewidth,error_status,option,time
,,,,,,,none,,adder_dcop_19,6380,1809,,ReadEL,0.008663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,13,-1,12.5,12.5,265989,183092.0,183092.0,366184,0,53990,29933.5,29933.5,59867,102958,57259.0,57259.0,114518,888226,660344.5,660344.5,1320689,0,0.0,0.0,0,Partition(BranchingPartition),timeout,225.314684,none,1563,HTD,,0.071429,20,,,,,,,none,PartitionTreedec,225.396735
,,,,,,,none,,adder_dcop_44,6380,1809,,ReadEL,0.008738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,13,16.831703099214298,2.8463508322663253,2.0,100195,83.43698854337153,1.0,101960,340,53990,44.18166939443535,0.0,53990,102958,84.25368248772504,0.0,102958,432463,356.34124386252046,2.0,435449,11,1.444353518821604,1.0,1765,Partition(BranchingPartition),success,15.294024,none,1562,HTD,,0.070546,20,,,,,,,none,PartitionTreedec,15.375796
,,,,,,,none,,adder_trans_01,6384,1810,,ReadEL,0.008862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,12,-1,12.0,12.0,363395,363395.0,363395.0,363395,0,53877,53877.0,53877.0,53877,105114,105114.0,105114.0,105114,1299986,1299986.0,1299986.0,1299986,0,0.0,0.0,0,Partition(BranchingPartition),timeout,223.421308,none,1564,HTD,,0.068466,20,,,,,,,none,PartitionTreedec,223.500476
,,,,,,,none,,adjnoun,424,112,,ReadEL,0.000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000582,none,81,HTD,,0.009586,31,,,,,,,none,PartitionTreedec,180.016216
,,,,,,,none,,advogato,39226,5042,,ReadEL,0.058713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.031617,none,4067,HTD,,8.510687,936,,,,,,,none,PartitionTreedec,188.603509
,,,,,,,none,,aft01,58680,8205,,ReadEL,0.10316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.002297,none,2898,HTD,,0.300807,146,,,,,,,none,PartitionTreedec,180.408788
,,,,,,,none,,aft02,59788,8184,,ReadEL,0.088818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.002411,none,2879,HTD,,0.314871,158,,,,,,,none,PartitionTreedec,180.408434
,,,,,,,none,,AIDS,102,94,,ReadEL,0.000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,3.0,1.475,1.0,1,0.02702702702702703,0.0,1,43,0,0.0,0.0,0,0,0.0,0.0,0,4,1.0810810810810811,1.0,40,0,0.0,0.0,0,Partition(BranchingPartition),success,0.007983,none,80,HTD,,0.006595,2,,,,,,,none,PartitionTreedec,0.016526
,,,,,,,none,,air02,61528,6774,,ReadEL,0.093713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.003066,none,6729,HTD,,0.484878,44,,,,,,,none,PartitionTreedec,180.58405
,,,,,,,none,,aircraft,20257,7517,,ReadEL,0.026629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,11,15.906890595608518,2.613254340038578,1.0,190708,171.01716738197425,2.0,597705,3763,462238,363.5650929899857,0.0,1270660,587524,484.5682403433476,0.0,1693566,1260822,1094.9690987124463,3.0,3826917,9,2.3424892703862663,2.0,8187,Partition(BranchingPartition),success,128.454608,none,7258,HTD,,0.271034,21,,,,,,,none,PartitionTreedec,128.755861
,,,,,,,none,,airfoil1,12288,4253,,ReadEL,0.016161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.002595,none,2706,HTD,,0.1128,70,,,,,,,none,PartitionTreedec,180.145379
,,,,,,,none,,Alemdar,18167,6240,,ReadEL,0.024731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.00881,none,4519,HTD,,0.302654,145,,,,,,,none,PartitionTreedec,180.339267
,,,,,,,none,,arc130,714,130,,ReadEL,0.001221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,5.906890595608519,2.1926605504587156,2.0,1,0.22018348623853212,0.0,24,0,0,0.0,0.0,0,0,0.0,0.0,0,9,1.348623853211009,1.0,147,1,0.2018348623853211,0.0,22,Partition(BranchingPartition),success,0.024435,none,109,HTD,,0.012947,16,,,,,,,none,PartitionTreedec,0.040416
,,,,,,,none,,arenas-jazz,2741,198,,ReadEL,0.003902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000534,none,98,HTD,,0.016141,59,,,,,,,none,PartitionTreedec,180.023759
,,,,,,,none,,as20000102,12571,6474,,ReadEL,0.016408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.003389,none,6384,HTD,,0.166543,75,,,,,,,none,PartitionTreedec,180.189009
,,,,,,,none,,ash219,430,219,,ReadEL,0.000708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.030532,none,190,HTD,,0.130171,27,,,,,,,none,PartitionTreedec,180.163941
,,,,,,,none,,ash292,957,292,,ReadEL,0.001624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,12.92481250360578,3.420289855072464,3.0,4029,28.51832460732984,1.0,5447,16,576,3.0157068062827226,0.0,576,4154,27.69633507853403,0.0,5290,14664,101.43979057591623,2.0,19375,6,1.8219895287958114,1.0,348,Partition(BranchingPartition),success,0.643917,none,207,HTD,,0.016122,16,,,,,,,none,PartitionTreedec,0.663516
,,,,,,,none,,ash331,659,331,,ReadEL,0.027822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.009963,none,294,HTD,,0.068819,34,,,,,,,none,PartitionTreedec,180.110006
,,,,,,,none,,ash608,1211,608,,ReadEL,0.00183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.00074,none,537,HTD,,0.0207,61,,,,,,,none,PartitionTreedec,180.026588
,,,,,,,none,,ash85,218,85,,ReadEL,0.000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,7.754887502163468,2.772727272727273,3.0,6,1.2419354838709677,1.0,77,4,0,0.0,0.0,0,7,0.11290322580645161,0.0,7,25,2.532258064516129,2.0,157,3,1.1451612903225807,1.0,71,Partition(BranchingPartition),success,0.016501,none,66,HTD,,0.226622,9,,,,,,,none,PartitionTreedec,0.245387
,,,,,,,none,,ash958,1911,958,,ReadEL,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000967,none,849,HTD,,0.031255,79,,,,,,,none,PartitionTreedec,180.037764
,,,,,,,none,,aves-sparrow-social,453,52,,ReadEL,0.001386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,5,9.266786540694902,2.838709677419355,3.0,23,2.5384615384615383,1.5,66,5,46,1.8846153846153846,0.0,49,181,7.1923076923076925,0.0,187,277,14.26923076923077,2.5,371,3,1.4230769230769231,1.0,37,Partition(BranchingPartition),success,0.021493,none,31,HTD,,0.221708,19,,,,,,,none,PartitionTreedec,0.246298
,,,,,,,none,,aves-weaver-social,303,117,,ReadEL,0.000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,4.584962500721156,1.451219512195122,1.0,1,0.37037037037037035,0.0,10,55,0,0.0,0.0,0,0,0.0,0.0,0,4,1.4444444444444444,1.0,39,1,0.3333333333333333,0.0,9,Partition(BranchingPartition),success,0.007827,none,82,HTD,,0.122793,8,,,,,,,none,PartitionTreedec,0.132914
,,,,,,,none,,b2_ss,4194,1089,,ReadEL,0.017026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.004773,none,705,HTD,,0.450755,329,,,,,,,none,PartitionTreedec,180.496693
,,,,,,,none,,barth4,17472,6019,,ReadEL,0.022829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.002178,none,3831,HTD,,0.174153,89,,,,,,,none,PartitionTreedec,180.202349
,,,,,,,none,,barth,19747,6691,,ReadEL,0.026216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.002505,none,4858,HTD,,0.197436,100,,,,,,,none,PartitionTreedec,180.229454
,,,,,,,none,,bayer03,56098,6747,,ReadEL,0.082045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.389071,none,4170,HTD,,95.199445,2199,,,,,,,none,PartitionTreedec,275.677498
,,,,,,,none,,bayer05,27740,3268,,ReadEL,0.037841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.020856,none,2201,HTD,,6.558322,681,,,,,,,none,PartitionTreedec,186.619785
,,,,,,,none,,bayer06,27480,3008,,ReadEL,0.037316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.020643,none,1924,HTD,,6.651349,699,,,,,,,none,PartitionTreedec,186.712012
,,,,,,,none,,bayer09,20987,3083,,ReadEL,0.029135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.035351,none,2058,HTD,,6.312128,848,,,,,,,none,PartitionTreedec,186.379457
,,,,,,,none,,bcspwr01,45,39,,ReadEL,0.000779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,3.0,1.5,1.0,1,0.06666666666666667,0.0,1,17,0,0.0,0.0,0,0,0.0,0.0,0,4,1.2,1.0,18,0,0.0,0.0,0,Partition(BranchingPartition),success,0.003686,none,32,HTD,,0.005939,3,,,,,,,none,PartitionTreedec,0.012129
,,,,,,,none,,bcspwr02,58,49,,ReadEL,0.000824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,3,3.584962500721156,1.5777777777777777,2.0,1,0.17391304347826086,0.0,4,22,0,0.0,0.0,0,0,0.0,0.0,0,4,1.434782608695652,1.0,33,1,0.043478260869565216,0.0,1,Partition(BranchingPartition),success,0.0053,none,45,HTD,,0.00656,3,,,,,,,none,PartitionTreedec,0.01432
,,,,,,,none,,bcspwr03,178,118,,ReadEL,0.035083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,4,4.584962500721156,2.0275229357798166,2.0,3,0.32954545454545453,0.0,29,21,1,0.011363636363636364,0.0,1,3,0.10227272727272728,0.0,9,11,1.6022727272727273,1.0,141,1,0.2159090909090909,0.0,19,Partition(BranchingPartition),success,0.019124,none,109,HTD,,0.252189,4,,,,,,,none,PartitionTreedec,0.308106
,,,,,,,none,,bcspwr04,668,274,,ReadEL,0.001108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,8.754887502163468,2.168141592920354,2.0,11,1.072992700729927,1.0,147,89,0,0.0,0.0,0,13,0.0948905109489051,0.0,13,42,2.291970802919708,2.0,314,4,0.9927007299270073,1.0,136,Partition(BranchingPartition),success,0.039355,none,226,HTD,,0.034827,10,,,,,,,none,PartitionTreedec,0.077139
,,,,,,,none,,bcspwr05,589,443,,ReadEL,0.104358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,9.169925001442312,1.9928057553956835,2.0,632,4.338582677165355,0.0,1102,163,0,0.0,0.0,0,22,0.15748031496062992,0.0,40,2094,13.992125984251969,1.0,3554,5,0.6023622047244095,0.0,153,Partition(BranchingPartition),success,0.154883,none,417,HTD,,0.013661,9,,,,,,,none,PartitionTreedec,0.274798
,,,,,,,none,,bcspwr06,1922,1454,,ReadEL,0.013609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,10.584962500721156,2.1870451237263464,2.0,79211,88.3175303197354,0.0,80104,467,0,0.0,0.0,0,164,0.19073869900771775,0.0,173,260660,289.86769570011023,1.0,262910,7,0.8070562293274531,0.0,732,Partition(BranchingPartition),success,8.530434,none,1374,HTD,,0.02505,11,,,,,,,none,PartitionTreedec,8.571407
,,,,,,,none,,bcspwr07,2105,1612,,ReadEL,0.003111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,11,11.584962500721156,2.1201575837163493,2.0,792102,839.9036016949152,0.0,792869,579,0,0.0,0.0,0,10,0.01059322033898305,0.0,10,2606512,2762.947033898305,1.0,2608222,8,0.8125,0.0,767,Partition(BranchingPartition),success,81.869071,none,1523,HTD,,0.026377,11,,,,,,,none,PartitionTreedec,81.900871
,,,,,,,none,,bcspwr08,2212,1624,,ReadEL,0.005025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,10,10.0,2.1880286271958362,2.0,792101,806.8321464903357,0.0,793116,554,0,0.0,0.0,0,50,0.0508646998982706,0.0,50,2606501,2654.025432349949,1.0,2608907,7,0.8636826042726348,0.0,849,Partition(BranchingPartition),success,82.392276,none,1537,HTD,,0.02726,10,,,,,,,none,PartitionTreedec,82.426923
,,,,,,,none,,bcspwr09,2393,1723,,ReadEL,0.003445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,12,13.169925001442312,2.2974296205630353,2.0,1584205,1488.5201877934273,0.0,1585274,569,0,0.0,0.0,0,30,0.028169014084507043,0.0,30,5213035,4896.871361502347,1.0,5215168,9,1.0037558685446009,0.0,1069,Partition(BranchingPartition),success,167.68068,none,1634,HTD,,0.029004,13,,,,,,,none,PartitionTreedec,167.715609
,,,,,,,none,,bcspwr10,8270,5300,,ReadEL,0.011153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.002483,none,4908,HTD,,0.09514,34,,,,,,,none,PartitionTreedec,180.111558
,,,,,,,none,,bcsstk01,175,48,,ReadEL,0.000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,7,11.661778097771986,4.655172413793103,5.0,43,4.0,3.0,116,0,24,0.8275862068965517,0.0,24,74,2.5517241379310347,0.0,74,213,10.827586206896552,4.0,314,5,2.5172413793103448,3.0,73,Partition(BranchingPartition),success,0.016672,none,29,HTD,,0.185793,15,,,,,,,none,PartitionTreedec,0.251832
,,,,,,,none,,bcsstk03,131,56,,ReadEL,0.000378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2,3.169925001442312,1.2142857142857142,1.0,1,0.3333333333333333,0.0,2,22,0,0.0,0.0,0,0,0.0,0.0,0,5,2.3333333333333335,1.0,14,0,0.0,0.0,0,Partition(BranchingPartition),success,0.002254,none,28,HTD,,0.006681,3,,,,,,,none,PartitionTreedec,0.011023
,,,,,,,none,,bcsstk04,1757,132,,ReadEL,0.002513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,9,19.094737505048094,5.081632653061225,5.0,36574,1014.0408163265306,3.0,49688,0,81664,2303.5102040816328,0.0,112872,242127,7019.816326530612,0.0,343971,364387,10423.224489795919,4.0,510738,7,3.0408163265306123,3.0,149,Partition(BranchingPartition),success,27.714387,none,49,HTD,,0.01182,38,,,,,,,none,PartitionTreedec,27.730587
,,,,,,,none,,bcsstk05,1134,153,,ReadEL,0.001706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,8,13.169925001442312,4.6571428571428575,4.0,1499,32.1,3.0,2247,0,1308,24.042857142857144,0.0,1683,4944,82.82857142857142,0.0,5798,8423,162.47142857142856,4.0,11373,6,2.357142857142857,2.0,165,Partition(BranchingPartition),success,0.378816,none,70,HTD,,0.009683,20,,,,,,,none,PartitionTreedec,0.39204
,,,,,,,none,,bcsstk06,3719,420,,ReadEL,0.005001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000511,none,178,HTD,,0.096011,55,,,,,,,none,PartitionTreedec,180.13695
,,,,,,,none,,bcsstk08,5942,1071,,ReadEL,0.008005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.001053,none,779,HTD,,0.092006,92,,,,,,,none,PartitionTreedec,180.10418
,,,,,,,none,,bcsstk09,8676,1083,,ReadEL,0.011205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000889,none,451,HTD,,0.053535,103,,,,,,,none,PartitionTreedec,180.068024
,,,,,,,none,,bcsstk10,7335,654,,ReadEL,0.009638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,6,16.77313920671969,3.4871794871794872,4.0,38,1.8421052631578947,2.0,280,4,2,0.013157894736842105,0.0,2,59,0.3881578947368421,0.0,59,153,3.5921052631578947,3.0,546,4,1.5921052631578947,2.0,242,Partition(BranchingPartition),success,0.069425,none,156,HTD,,0.113392,38,,,,,,,none,PartitionTreedec,0.194309
,,,,,,,none,,bcsstk11,16341,1423,,ReadEL,0.021346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.000687,none,358,HTD,,0.053499,83,,,,,,,none,PartitionTreedec,180.081542
,,,,,,,none,,bcsstk15,56933,3942,,ReadEL,0.080753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,-1.0,-1,nan,nan,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Partition(BranchingPartition),timeout,180.002796,none,1340,HTD,,1.003773,411,,,,,,,none,PartitionTreedec,181.089821
