n,girg_options,spec,blowup:in_n,blowup:out_n,contraction:in_n,contraction:out_n,partition:amount,partition:average,partition:largest,partition:median,partition:smallest,treewidth:treewidth,time_total,time_partition,time_contraction,time_blowup,time_treewidth
45062,seed=45879 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15074,38360,45062,15074,15074,2.9893856972270134,15,2.0,1,48,9.155357,0.732384,0.061695,0.125354,8.235924
44775,seed=45880 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14873,37937,44775,14873,14873,3.0104888052175083,17,2,1,44,7.188493,0.669589,0.059001,0.132172,6.327731
45001,seed=45881 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15003,38193,45001,15003,15003,2.999466773312004,18,2,1,39,6.854487,0.671431,0.061564,0.132245,5.989247
45096,seed=45882 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14995,38156,45096,14995,14995,3.007402467489163,16,2,1,47,7.341802,0.688445,0.060157,0.132515,6.460685
44700,seed=45883 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14864,37887,44700,14864,14864,3.0072658772874057,15,2.0,1,36,6.669092,0.655949,0.058682,0.126644,5.827817
45086,seed=45884 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15022,38320,45086,15022,15022,3.0013313806417257,16,2.0,1,43,6.989235,0.691125,0.059269,0.132357,6.106484
44797,seed=45885 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,14904,37952,44797,14904,14904,3.005703166935051,17,2.0,1,47,6.90305,0.684103,0.060137,0.134816,6.023994
45006,seed=45886 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15013,38134,45006,15013,15013,2.997801905015653,16,2,1,35,6.43705,0.666293,0.062762,0.128551,5.579444
45153,seed=45887 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,15116,38430,45153,15116,15116,2.987099761841757,15,2.0,1,53,7.731634,0.699927,0.061061,0.137896,6.83275
45314,seed=45877 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15421,39062,45314,15421,15421,2.9384605408209583,17,2,1,68,10.242758,0.827616,0.064693,0.133251,9.217198
45220,seed=45878 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15383,38959,45220,15383,15383,2.9396086589091857,17,2,1,44,8.905593,0.795319,0.061869,0.126988,7.921417
45390,seed=45879 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15522,39225,45390,15522,15522,2.924236567452648,15,2.0,1,55,9.669472,0.827926,0.062644,0.131527,8.647375
45259,seed=45880 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15401,39061,45259,15401,15401,2.938705278877995,17,2,1,45,7.91484,0.788139,0.060094,0.128266,6.938341
45295,seed=45881 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15442,39078,45295,15442,15442,2.933234037041834,17,2.0,1,44,7.749731,0.77232,0.060341,0.12872,6.78835
45387,seed=45882 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15394,38998,45387,15394,15394,2.9483565025334544,15,2.0,1,47,7.942977,0.811234,0.06122,0.131132,6.939391
45180,seed=45883 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15409,39022,45180,15409,15409,2.9320526964760854,14,2,1,39,6.692686,0.75593,0.06048,0.121836,5.75444
45306,seed=45884 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15442,39135,45306,15442,15442,2.9339463800025904,15,2.0,1,55,7.112948,0.770162,0.060468,0.123981,6.158337
45151,seed=45885 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15328,38829,45151,15328,15328,2.945655010438413,16,2.0,1,52,7.75519,0.800992,0.063762,0.129816,6.76062
45157,seed=45886 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15385,38906,45157,15385,15385,2.9351316217094574,14,2,1,38,6.994717,0.76631,0.059894,0.124844,6.043669
45264,seed=45887 alpha=0.95 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,15452,39119,45264,15452,15452,2.9293295366295626,15,2.0,1,52,8.680571,0.803674,0.062011,0.130318,7.684568
45584,seed=45877 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16221,40612,45584,16221,16221,2.810184328956291,15,2,1,76,15.801509,1.026645,0.065604,0.148645,14.560615
45608,seed=45878 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16382,40874,45608,16382,16382,2.784031253815163,14,2.0,1,54,12.392822,0.983191,0.063465,0.142739,11.203427
45607,seed=45879 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16303,40730,45607,16303,16303,2.7974605900754463,14,2,1,83,15.428548,1.024621,0.067528,0.14827,14.188129
45620,seed=45880 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16220,40600,45620,16220,16220,2.812577065351418,15,2.0,1,58,11.375148,0.964041,0.067727,0.144556,10.198824
45619,seed=45881 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16359,40834,45619,16359,16359,2.7886178861788617,15,2,1,57,10.656293,0.967727,0.066592,0.144228,9.477746
45617,seed=45882 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16261,40671,45617,16261,16261,2.8053010269971095,14,2,1,78,11.263026,0.997732,0.064598,0.147218,10.053478
45519,seed=45883 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16325,40741,45519,16325,16325,2.7883001531393568,13,2,1,51,9.621452,0.938554,0.066027,0.141006,8.475865
45615,seed=45884 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16275,40735,45615,16275,16275,2.8027649769585254,14,2,1,59,10.087555,0.948063,0.065742,0.142738,8.931012
45612,seed=45885 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16177,40513,45612,16177,16177,2.8195586326265687,14,2,1,63,11.089493,0.985732,0.065026,0.143605,9.89513
45528,seed=45886 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16283,40667,45528,16283,16283,2.7960449548608977,14,2,1,50,9.066045,0.944746,0.063113,0.140296,7.91789
45528,seed=45887 alpha=0.95 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,16345,40822,45528,16345,16345,2.785438972162741,14,2,1,66,12.933666,0.99474,0.064264,0.14604,11.728622
40578,seed=59637 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,29745,61615,40578,29745,29745,1.3641956631366616,56,1,1,35,61.472846,0.782873,0.071898,0.170652,60.447423
36768,seed=59638 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,26431,54970,36768,26431,26431,1.3910937913813326,40,1,1,32,44.121987,0.540545,0.060943,0.162544,43.357955
38266,seed=59639 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,27613,57338,38266,27613,27613,1.3857965451055663,55,1,1,36,55.82322,0.633734,0.061115,0.161281,54.96709
40626,seed=59640 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,29850,61815,40626,29850,29850,1.361005025125628,54,1.0,1,40,63.445733,0.858988,0.068779,0.185775,62.332191
43947,seed=59641 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,32591,67369,43947,32591,32591,1.3484397533061274,57,1,1,31,61.959923,1.167422,0.079994,0.208203,60.504304
40860,seed=59642 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,29868,61850,40860,29868,29868,1.3680192848533548,49,1.0,1,36,61.606539,0.937054,0.067687,0.174662,60.427136
42224,seed=59643 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,31051,64277,42224,31051,31051,1.359827380760684,62,1,1,35,61.800061,1.04597,0.078459,0.187777,60.487855
35293,seed=59644 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25028,52156,35293,25028,25028,1.410140642480422,45,1.0,1,33,46.482365,0.475633,0.058756,0.14156,45.806416
36967,seed=59645 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,26631,55323,36967,26631,26631,1.3881191093087004,55,1,1,34,61.109654,0.5347,0.059065,0.164128,60.351761
42530,seed=59646 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,31363,64856,42530,31363,31363,1.3560564996970954,52,1,1,32,61.771428,1.041274,0.071767,0.18432,60.474067
37624,seed=59647 alpha=0.55 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,27101,56313,37624,27101,27101,1.3882882550459392,49,1,1,32,51.774473,0.593974,0.059943,0.169321,50.951235
40746,seed=59637 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,29851,61826,40746,29851,29851,1.3649793976751197,55,1,1,36,61.485452,0.82199,0.068262,0.172347,60.422853
36820,seed=59638 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,26471,55036,36820,26471,26471,1.3909561406822561,37,1,1,35,45.020013,0.576095,0.057236,0.162275,44.224407
38206,seed=59639 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,27557,57196,38206,27557,27557,1.38643538846754,54,1,1,39,54.663246,0.682847,0.062691,0.160364,53.757344
40741,seed=59640 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,29922,61956,40741,29922,29922,1.3615734242363478,51,1.0,1,39,62.931711,0.903879,0.070549,0.185431,61.771852
44058,seed=59641 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,32648,67511,44058,32648,32648,1.3494854202401372,50,1.0,1,38,62.014443,1.233065,0.075608,0.208748,60.497022
40981,seed=59642 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,29899,61941,40981,29899,29899,1.3706478477541055,45,1,1,44,61.746328,0.996684,0.070764,0.195228,60.483652
42341,seed=59643 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,31148,64473,42341,31148,31148,1.3593489148580968,54,1.0,1,37,65.822209,1.149187,0.07559,0.184449,64.412983
35375,seed=59644 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25096,52262,35375,25096,25096,1.4095871852087982,43,1.0,1,40,33.844635,0.507043,0.060013,0.157363,33.120216
37004,seed=59645 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,26667,55387,37004,26667,26667,1.3876326545918176,52,1,1,38,59.591188,0.576464,0.060023,0.162407,58.792294
42595,seed=59646 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,31432,64998,42595,31432,31432,1.355147620259608,50,1.0,1,37,61.858678,1.110733,0.072841,0.19826,60.476844
37692,seed=59647 alpha=0.55 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,27187,56453,37692,27187,27187,1.386397910766175,47,1,1,41,50.063878,0.634798,0.062094,0.165992,49.200994
40891,seed=59637 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,30006,62105,40891,30006,30006,1.3627607811770979,50,1.0,1,50,62.226696,0.960337,0.070077,0.191478,61.004804
37092,seed=59638 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26661,55389,37092,26661,26661,1.3912456396984358,32,1,1,53,44.95349,0.672825,0.058332,0.165511,44.056822
38591,seed=59639 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,27893,57845,38591,27893,27893,1.3835370881583193,47,1,1,60,53.294971,0.891141,0.063686,0.164028,52.176116
41158,seed=59640 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,30287,62658,41158,30287,30287,1.3589328754911347,46,1,1,49,64.176897,1.061744,0.071763,0.193137,62.850253
44268,seed=59641 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,32893,67919,44268,32893,32893,1.345818259204086,46,1,1,65,62.15235,1.360567,0.074208,0.216001,60.501574
41223,seed=59642 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,30113,62327,41223,30113,30113,1.3689436456015673,39,1,1,67,61.924309,1.211941,0.06884,0.194972,60.448556
42593,seed=59643 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,31391,64919,42593,31391,31391,1.3568538753145807,49,1,1,56,62.283516,1.513004,0.074759,0.205622,60.490131
35624,seed=59644 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,25281,52645,35624,25281,25281,1.4091214746252125,37,1,1,52,31.741289,0.581077,0.058702,0.15361,30.9479
37207,seed=59645 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26838,55699,37207,26838,26838,1.3863551680453088,46,1.0,1,50,57.111672,0.749847,0.059403,0.154496,56.147926
42973,seed=59646 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,31729,65539,42973,31729,31729,1.3543761227898767,44,1,1,52,61.970046,1.214188,0.078324,0.206842,60.470692
37925,seed=59647 alpha=0.55 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,27383,56821,37925,27383,27383,1.3849833838512946,41,1,1,56,52.315773,0.766094,0.060422,0.166573,51.322684
58049,seed=59637 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25320,59512,58049,25320,25320,2.292614533965245,36,2.0,1,46,61.989122,1.222067,0.091628,0.234159,60.441268
57740,seed=59638 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25076,58995,57740,25076,25076,2.3026000957090447,24,2.0,1,50,29.995527,1.096614,0.090135,0.217181,28.591597
58139,seed=59639 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25196,59337,58139,25196,25196,2.307469439593586,35,2.0,1,53,43.369797,1.167357,0.089327,0.228272,41.884841
58126,seed=59640 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25424,59759,58126,25424,25424,2.286264946507237,37,2.0,1,44,61.979199,1.249149,0.093285,0.231553,60.405212
58331,seed=59641 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25455,59835,58331,25455,25455,2.2915340797485757,30,2,1,45,62.137245,1.383558,0.093182,0.235528,60.424977
58140,seed=59642 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25481,59772,58140,25481,25481,2.2817000902633335,30,2,1,57,44.107132,1.304613,0.091076,0.225546,42.485897
58203,seed=59643 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25410,59741,58203,25410,25410,2.2905548996458087,36,2.0,1,53,59.229496,1.318187,0.097289,0.236093,57.577927
57791,seed=59644 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25173,59162,57791,25173,25173,2.29575338656497,27,2,1,62,34.088994,1.094384,0.085339,0.214465,32.694806
57842,seed=59645 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25198,59211,57842,25198,25198,2.295499642828796,29,2.0,1,49,36.082459,1.116717,0.086201,0.218841,34.6607
58164,seed=59646 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25416,59725,58164,25416,25416,2.28847969782814,31,2.0,1,51,62.094537,1.342241,0.089615,0.234918,60.427763
57886,seed=59647 alpha=0.75 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,25284,59446,57886,25284,25284,2.2894320518905236,32,2.0,1,59,35.110436,1.13991,0.089355,0.224395,33.656776
58244,seed=59637 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25748,60341,58244,25748,25748,2.262078608047227,34,2.0,1,60,62.185358,1.409269,0.090545,0.243962,60.441582
58015,seed=59638 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25554,59965,58015,25554,25554,2.2702903655005087,22,2.0,1,59,33.1166,1.221759,0.085317,0.225067,31.584457
58221,seed=59639 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25538,59954,58221,25538,25538,2.2797791526352884,32,2.0,1,48,49.286817,1.325853,0.089422,0.234047,47.637495
58266,seed=59640 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25834,60546,58266,25834,25834,2.2553998606487573,34,2.0,1,56,62.274271,1.407371,0.100286,0.243772,60.522842
58488,seed=59641 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25912,60665,58488,25912,25912,2.2571781414016674,26,2.0,1,53,58.922725,1.535281,0.091253,0.243653,57.052538
58328,seed=59642 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25821,60445,58328,25821,25821,2.2589365245342936,29,2,1,57,47.212013,1.453444,0.093336,0.235964,45.429269
58376,seed=59643 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25831,60540,58376,25831,25831,2.2599202508613683,34,2,1,63,62.279445,1.462663,0.090222,0.244332,60.482228
58003,seed=59644 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25531,59858,58003,25531,25531,2.271865575183111,24,2,1,65,28.252152,1.204518,0.085418,0.221199,26.741017
58064,seed=59645 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25608,59977,58064,25608,25608,2.267416432364886,26,2.0,1,58,35.550039,1.239255,0.091472,0.231045,33.988267
58309,seed=59646 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25721,60319,58309,25721,25721,2.26698028848023,29,2,1,51,62.232343,1.478019,0.09075,0.241274,60.4223
58043,seed=59647 alpha=0.75 t=0.1 coords=True,partition:fast_max_clique2 treewidth:htd,25629,60110,58043,25629,25629,2.264739162667291,30,2,1,70,31.218841,1.286387,0.090379,0.229779,29.612296
58549,seed=59637 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26620,61897,58549,26620,26620,2.199436513899324,31,2.0,1,91,62.505238,1.668475,0.09733,0.257761,60.481672
58294,seed=59638 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26409,61487,58294,26409,26409,2.2073535537127493,19,2,1,83,46.565359,1.482855,0.089636,0.244236,44.748632
58596,seed=59639 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26337,61457,58596,26337,26337,2.2248547670577516,27,2,1,79,45.957333,1.641289,0.090726,0.249466,43.975852
58570,seed=59640 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26606,61956,58570,26606,26606,2.201383146658648,29,2.0,1,84,62.586532,1.726664,0.094969,0.255008,60.509891
58719,seed=59641 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26607,61903,58719,26607,26607,2.2069004397339045,24,2,1,95,62.706141,1.827258,0.094704,0.260188,60.523991
58581,seed=59642 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26542,61787,58581,26542,26542,2.207105719237435,24,2.0,1,81,62.628507,1.799331,0.098694,0.258213,60.472269
58617,seed=59643 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26440,61655,58617,26440,26440,2.216981845688351,28,2.0,1,87,62.742508,1.860594,0.095743,0.258362,60.527809
58270,seed=59644 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26266,61182,58270,26266,26266,2.2184573212518086,22,2.0,1,95,32.342911,1.461041,0.089938,0.239238,30.552694
58403,seed=59645 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26459,61627,58403,26459,26459,2.207301863260138,23,2,1,90,51.967159,1.521251,0.088658,0.248152,50.109098
58569,seed=59646 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26447,61682,58569,26447,26447,2.214580103603433,26,2,1,94,62.647448,1.819623,0.09715,0.256573,60.474102
58491,seed=59647 alpha=0.75 t=0.2 coords=True,partition:fast_max_clique2 treewidth:htd,26549,61781,58491,26549,26549,2.2031338280161212,25,2,1,95,46.353127,1.592979,0.091455,0.247698,44.420995
57932,seed=59637 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19413,49263,57932,19413,19413,2.9841858548395406,17,2,1,52,10.610025,1.035692,0.077541,0.163131,9.333661
58138,seed=59638 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19516,49590,58138,19516,19516,2.9789915966386555,16,2.0,1,43,9.101356,1.007037,0.07651,0.159173,7.858636
58592,seed=59639 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19441,49573,58592,19441,19441,3.0138367367933747,16,2,1,47,9.508041,1.040397,0.081773,0.157352,8.228519
58067,seed=59640 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19402,49364,58067,19402,19402,2.9928357901247296,17,2.0,1,44,11.362437,1.028939,0.079728,0.160237,10.093533
58636,seed=59641 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19565,49764,58636,19565,19565,2.996984410937899,16,2,1,47,12.418763,1.088352,0.081217,0.168437,11.080757
58470,seed=59642 alpha=0.95 t=0.0 coords=True,partition:fast_max_clique2 treewidth:htd,19480,49573,58470,19480,19480,3.001540041067762,18,2.0,1,53,11.833741,1.037042,0.079276,0.161954,10.555469
